,Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,Home Team Goals Scored,Away Team Goals Scored,Home Team Goals Conceeded,Away Team Goals Conceeded,year
1166,BENEVENTO,TORINO,0-1,0-0,4.6,6.1,6.6,35,65,4,5,15,6,2,13,77,9,22,12,2,0,0,2,6,16,8,10,19,88,11,12,22,2,0,0,0,1,1,0,2017
1167,BOLOGNA,NAPOLI,0-3,0-0,6.1,4.6,8.3,36,64,3,2,5,0,5,20,79,10,20,10,5,0,0,5,7,17,5,7,13,89,15,15,16,1,0,0,0,3,3,0,2017
1168,SAMPDORIA,ROMA,01-Jan,1-0,5.1,6.3,6.2,45,55,5,3,13,5,6,22,76,15,22,10,1,0,0,11,4,20,5,7,27,80,24,24,11,3,0,0,1,1,1,1,2017
1169,CROTONE,INTER,0-2,0-0,4.5,5.7,6.8,32,68,4,4,12,4,8,24,62,14,25,10,1,0,0,3,3,6,1,5,26,85,18,26,6,2,0,0,0,2,2,0,2017
1170,FIORENTINA,BOLOGNA,02-Jan,0-0,5.4,6.7,5.8,57,43,9,3,15,3,7,33,83,16,13,16,1,0,0,4,2,6,0,3,22,78,18,37,8,3,0,0,2,1,1,2,2017
1171,ROMA,HELLAS,3-0,2-0,6.4,8.3,4.6,64,36,10,10,30,10,6,19,91,8,8,7,1,0,0,6,1,8,2,1,11,83,10,19,12,2,1,0,3,0,0,3,2017
1172,SASSUOLO,JUVENTUS,01-Mar,0-1,5.9,5.4,7.2,38,62,6,4,13,3,3,20,76,7,28,15,1,0,0,5,6,14,3,4,18,86,13,19,14,2,0,0,1,3,3,1,2017
1173,NAPOLI,BENEVENTO,6-0,4-0,6.8,9.3,3.2,72,28,5,14,27,8,8,17,92,6,11,6,0,0,0,5,0,6,1,1,20,78,3,20,7,1,0,0,6,0,0,6,2017
1174,MILAN,UDINESE,02-Jan,02-Jan,6.2,7.2,5.4,58,42,10,7,21,4,10,25,87,16,28,13,1,0,0,2,2,4,0,3,26,79,9,26,10,2,0,0,2,1,1,2,2017
1175,TORINO,SAMPDORIA,02-Feb,02-Feb,7,6,6.5,48,52,7,3,13,3,3,27,80,10,16,14,2,0,0,6,5,11,0,6,20,82,8,13,15,1,0,0,2,2,2,2,2017
1176,SPAL,CAGLIARI,0-2,0-1,4.5,5.8,7,49,51,4,3,12,5,7,17,89,13,24,12,1,0,0,6,3,11,2,4,14,87,8,22,21,3,0,0,0,2,2,0,2017
1177,CHIEVO,ATALANTA,01-Jan,0-0,5,6.1,6.3,34,66,8,4,15,3,6,22,74,14,31,13,2,0,0,3,6,10,1,5,22,86,17,22,11,0,0,0,1,1,1,1,2017
1178,GENOA,LAZIO,02-Mar,0-1,7.8,5.7,7.2,45,55,1,4,5,0,2,24,82,7,14,10,1,0,0,9,6,18,3,1,16,86,6,17,12,2,0,0,2,3,3,2,2017
1179,BOLOGNA,INTER,01-Jan,1-0,4.7,5.6,6.4,42,58,8,3,14,3,4,23,81,13,32,12,4,0,0,4,3,10,3,11,21,85,5,9,18,3,0,0,1,1,1,1,2017
1180,BENEVENTO,ROMA,0-4,0-2,6.6,4.1,8.5,37,63,7,5,16,4,2,12,81,7,25,10,2,0,0,9,7,21,5,9,16,90,9,9,8,0,0,0,0,4,4,0,2017
1181,UDINESE,TORINO,02-Mar,0-2,8.2,5.4,6.8,49,51,6,6,16,4,11,31,78,12,11,17,1,0,0,4,8,13,1,1,21,77,13,31,13,5,0,0,2,3,3,2,2017
1182,ATALANTA,CROTONE,05-Jan,3-0,6.1,8.4,4.5,61,39,2,11,14,1,4,24,88,16,11,5,0,0,0,2,5,8,1,2,19,78,8,9,19,1,0,0,5,1,1,5,2017
1183,CAGLIARI,SASSUOLO,0-1,0-0,4.1,5,6.5,56,44,8,3,17,6,5,31,77,12,23,21,3,0,0,4,6,14,4,2,18,76,10,26,12,3,0,0,0,1,1,0,2017
1184,GENOA,CHIEVO,01-Jan,0-0,4.7,5.4,7.1,52,48,4,2,11,5,6,19,79,17,21,19,1,0,0,5,7,16,4,2,25,78,15,28,7,2,0,0,1,1,1,1,2017
1185,HELLAS,SAMPDORIA,0-0,0-0,3.5,6.1,6.6,37,63,7,5,14,2,4,23,73,12,32,17,3,0,0,7,7,17,3,7,25,85,14,17,6,1,0,0,0,0,0,0,2017
1186,JUVENTUS,FIORENTINA,1-0,0-0,3.4,6.9,5.7,60,40,2,5,12,5,3,21,88,9,16,10,1,0,0,6,0,10,4,1,18,82,8,20,23,3,1,0,1,0,0,1,2017
1187,LAZIO,NAPOLI,01-Apr,1-0,7.3,4.5,8.6,37,63,2,2,4,0,3,24,80,6,14,9,2,0,0,4,11,17,2,2,30,89,9,13,13,3,0,0,1,4,4,1,2017
1188,MILAN,SPAL,2-0,1-0,4.5,7.7,4.7,58,42,7,7,19,5,9,19,88,10,22,19,1,0,0,4,1,6,2,8,13,82,7,30,15,2,0,0,2,0,0,2,2017
1189,ROMA,UDINESE,03-Jan,3-0,7.7,6.9,4.8,61,39,6,8,19,5,5,11,88,13,25,9,0,0,0,5,5,14,4,8,23,80,8,22,10,1,0,0,3,1,1,3,2017
1190,SPAL,NAPOLI,02-Mar,01-Jan,8.7,5.1,7.9,40,60,2,2,6,2,4,10,83,11,19,9,3,0,0,4,12,21,5,6,17,90,4,13,11,1,0,0,2,3,3,2,2017
1191,JUVENTUS,TORINO,4-0,2-0,6.8,8.9,3.8,66,34,10,10,23,3,6,18,93,11,13,16,1,0,0,3,1,6,2,3,18,82,6,16,12,3,1,0,4,0,0,4,2017
1192,SAMPDORIA,MILAN,2-0,0-0,4,6.9,5.6,46,54,6,4,12,2,7,15,80,11,19,13,0,0,0,4,0,6,2,4,20,85,10,29,17,2,0,0,2,0,0,2,2017
1193,INTER,GENOA,1-0,0-0,5,6.9,4.9,64,36,4,7,14,3,8,23,88,19,13,10,0,0,0,5,3,9,1,4,21,79,12,34,14,2,0,2,1,0,0,1,2017
1194,CAGLIARI,CHIEVO,0-2,0-0,4.9,4.5,7.8,54,46,4,3,14,7,6,28,77,12,20,25,1,1,0,7,4,16,5,2,13,78,21,32,17,2,0,0,0,2,2,0,2017
1195,HELLAS,LAZIO,0-3,0-2,4.9,5.3,8.2,43,57,4,2,9,3,3,24,83,5,22,8,2,0,0,4,5,12,3,4,25,90,3,21,13,2,0,0,0,3,3,0,2017
1196,CROTONE,BENEVENTO,2-0,1-0,4,7.1,5.3,46,54,10,4,17,3,2,27,72,25,34,11,0,0,0,11,2,16,3,7,26,74,17,16,12,0,0,0,2,0,0,2,2017
1197,SASSUOLO,BOLOGNA,0-1,0-0,4,5.6,6.7,47,53,4,3,8,1,3,20,80,14,27,11,2,1,0,3,5,9,1,6,26,83,12,21,15,4,0,0,0,1,1,0,2017
1198,FIORENTINA,ATALANTA,01-Jan,1-0,5,5.8,6.1,38,62,4,2,10,4,3,24,70,11,27,22,2,0,0,8,5,16,3,8,23,78,19,17,11,4,0,0,1,1,1,1,2017
1199,UDINESE,SAMPDORIA,4-0,1-0,6.3,8.2,4.2,37,63,6,7,14,1,3,19,80,13,21,12,4,0,0,4,2,13,7,4,21,87,12,9,10,1,1,0,4,0,0,4,2017
1200,GENOA,BOLOGNA,0-1,0-0,4.3,5.8,6.3,52,48,9,7,18,2,10,28,79,13,10,15,4,0,0,3,4,8,1,3,23,76,21,35,9,2,0,0,0,1,1,0,2017
1201,NAPOLI,CAGLIARI,3-0,2-0,4.9,7.5,5.1,72,28,12,6,25,7,7,16,94,12,6,6,0,0,0,2,0,4,2,2,13,78,8,21,10,0,0,0,3,0,0,3,2017
1202,TORINO,HELLAS,02-Feb,2-0,8.8,6.3,6.8,59,41,4,5,12,3,6,31,84,7,16,11,1,0,0,10,6,20,4,5,23,77,14,21,15,3,1,0,2,2,2,2,2017
1203,LAZIO,SASSUOLO,06-Jan,01-Jan,7.4,8.3,4.2,55,45,6,12,22,4,5,20,86,14,9,13,2,0,0,2,6,8,0,4,11,83,8,32,8,3,0,0,6,1,1,6,2017
1204,CHIEVO,FIORENTINA,02-Jan,01-Jan,6.2,7,5.3,44,56,5,6,13,2,3,14,78,12,31,10,2,0,0,13,4,22,5,7,14,83,13,23,10,1,0,0,2,1,1,2,2017
1205,SPAL,CROTONE,01-Jan,1-0,5.1,6.2,7.2,64,36,8,5,18,5,12,15,86,16,22,12,2,0,0,6,4,13,3,6,12,71,14,37,14,1,0,0,1,1,1,1,2017
1206,BENEVENTO,INTER,01-Feb,01-Feb,6.5,5.4,7.2,35,65,6,2,11,3,1,13,84,5,24,13,2,0,0,7,7,22,8,11,14,91,4,14,10,3,0,0,1,2,2,1,2017
1207,MILAN,ROMA,0-2,0-0,4.9,4.8,7.4,46,54,8,3,18,7,5,23,81,5,21,15,2,1,0,4,6,11,1,5,21,86,14,45,8,1,0,0,0,2,2,0,2017
1208,ATALANTA,JUVENTUS,02-Feb,01-Feb,7.7,6,6.5,42,58,3,3,7,1,0,17,76,5,13,22,3,0,0,4,8,17,5,3,25,84,11,6,11,1,0,0,2,2,2,2,2017
1209,JUVENTUS,LAZIO,01-Feb,1-0,7,5.4,7.2,60,40,5,6,18,7,4,24,88,13,17,10,2,0,0,1,5,10,4,2,18,81,14,32,14,1,0,0,1,2,2,1,2017
1210,ROMA,NAPOLI,0-1,0-1,4.3,5.9,7.1,44,56,5,2,10,3,5,23,85,13,7,12,2,0,0,4,6,16,6,2,21,88,10,21,9,2,0,0,0,1,1,0,2017
1211,FIORENTINA,UDINESE,02-Jan,1-0,5.8,7.4,6.1,65,35,4,6,13,3,4,21,88,11,20,11,1,0,0,5,2,7,0,4,25,79,16,29,14,1,0,0,2,1,1,2,2017
1212,SAMPDORIA,ATALANTA,03-Jan,0-1,7.3,7,6.1,48,52,1,8,12,3,4,20,84,4,25,10,3,0,0,6,11,21,4,6,24,84,1,19,15,3,0,0,3,1,1,3,2017
1213,CAGLIARI,GENOA,02-Mar,0-2,9.1,5.3,6.8,59,41,6,7,14,1,6,27,82,15,22,13,2,0,0,4,11,18,3,7,18,78,13,32,14,0,0,0,2,3,3,2,2017
1214,BOLOGNA,SPAL,02-Jan,1-0,5.7,6.4,5.8,49,51,7,2,14,5,2,21,82,12,22,20,2,0,0,4,2,7,1,5,12,86,9,17,14,2,0,0,2,1,1,2,2017
1215,SASSUOLO,CHIEVO,0-0,0-0,2.7,6,6.7,50,50,9,4,18,5,6,21,77,16,28,8,2,0,0,5,2,9,2,8,17,80,16,18,15,0,0,0,0,0,0,0,2017
1216,CROTONE,TORINO,02-Feb,1-0,7.9,6,6.6,34,66,3,3,9,3,3,21,61,16,36,15,1,0,0,7,8,21,6,8,17,81,17,12,7,0,0,0,2,2,2,2,2017
1217,INTER,MILAN,03-Feb,1-0,9.7,6,5.5,41,59,5,6,15,4,2,21,73,25,18,17,6,0,0,10,6,21,5,7,18,85,14,16,12,2,0,0,3,2,2,3,2017
1218,HELLAS,BENEVENTO,1-0,0-0,3.5,6.1,5.6,54,46,8,3,14,3,5,22,80,12,24,15,4,0,0,6,1,8,1,3,15,81,11,29,12,3,0,1,1,0,0,1,2017
1219,SAMPDORIA,CROTONE,5-0,3-0,5.5,8.5,4.5,68,32,1,5,6,0,4,13,90,8,9,11,1,0,0,6,2,8,0,0,15,78,10,15,20,3,0,0,5,0,0,5,2017
1220,NAPOLI,INTER,0-0,0-0,2.7,6.7,6.8,62,38,8,4,13,1,5,22,90,6,16,9,1,0,0,7,2,11,2,7,18,82,1,17,9,1,0,0,0,0,0,0,2017
1221,CHIEVO,HELLAS,03-Feb,02-Jan,8.5,7.3,4.3,60,40,7,8,21,6,5,11,86,22,22,9,2,0,0,2,3,11,6,4,22,75,9,30,11,2,1,0,3,2,2,3,2017
1222,MILAN,GENOA,0-0,0-0,2.9,6.6,5.7,51,49,8,7,17,2,5,21,82,16,17,14,0,0,1,6,1,9,2,3,14,80,16,26,21,2,0,0,0,0,0,0,2017
1223,ATALANTA,BOLOGNA,1-0,0-0,3.5,6.6,5.6,63,37,9,3,21,9,10,22,85,20,21,12,3,0,0,2,0,6,4,3,19,75,13,29,15,3,1,0,1,0,0,1,2017
1224,TORINO,ROMA,0-1,0-0,2.7,5.9,6.9,38,62,4,0,5,1,0,22,71,18,26,26,1,0,0,8,3,13,2,5,29,81,7,17,14,1,0,0,0,1,1,0,2017
1225,SPAL,SASSUOLO,0-1,0-1,4.5,5.5,6.2,53,47,7,2,16,7,10,30,78,14,16,18,3,0,0,5,4,15,6,3,23,80,18,36,15,3,0,1,0,1,1,0,2017
1226,BENEVENTO,FIORENTINA,0-3,0-1,5.3,4.7,8,50,50,6,1,9,2,3,23,80,13,18,16,3,0,0,5,7,14,2,5,19,84,8,17,18,1,0,0,0,3,3,0,2017
1227,UDINESE,JUVENTUS,02-Jun,01-Feb,8.7,4.3,7.3,56,44,6,4,12,2,1,27,86,4,15,19,6,0,0,5,5,13,3,6,19,80,8,22,9,2,1,0,2,6,6,2,2017
1228,LAZIO,CAGLIARI,3-0,2-0,5.7,7.4,5.2,53,47,5,3,10,2,4,14,89,11,18,12,1,0,0,6,6,15,3,5,11,88,8,18,15,4,0,0,3,0,0,3,2017
1229,INTER,SAMPDORIA,03-Feb,2-0,9.1,7.2,5.4,52,48,12,8,24,4,8,27,82,10,26,12,2,0,0,8,2,12,2,4,18,84,12,23,11,2,0,0,3,2,2,3,2017
1230,ATALANTA,HELLAS,3-0,0-0,5.4,8,5.5,65,35,11,7,23,5,5,17,88,11,9,7,0,0,0,3,3,11,5,5,13,76,11,23,14,0,0,0,3,0,0,3,2017
1231,JUVENTUS,SPAL,04-Jan,02-Jan,5.7,7.5,5.4,69,31,4,6,16,6,5,22,89,14,13,16,1,0,0,2,2,6,2,2,15,81,6,26,13,0,0,0,4,1,1,4,2017
1232,FIORENTINA,TORINO,3-0,1-0,5.5,7.6,4.7,47,53,5,7,16,4,5,19,81,16,13,22,1,0,0,4,0,5,1,6,35,78,19,17,22,3,0,1,3,0,0,3,2017
1233,ROMA,CROTONE,1-0,1-0,3.7,6.7,6.3,72,28,10,3,20,7,10,22,89,15,11,8,0,0,0,1,2,3,0,1,11,68,12,41,9,1,0,0,1,0,0,1,2017
1234,CAGLIARI,BENEVENTO,02-Jan,1-0,6.3,5.8,5.6,41,59,4,5,13,4,5,21,80,23,23,26,5,0,0,4,3,8,1,2,27,83,11,18,15,1,0,0,2,1,1,2,2017
1235,CHIEVO,MILAN,01-Apr,0-2,5.8,4.8,7.3,41,59,4,3,9,2,1,22,81,13,21,12,2,0,0,8,4,18,6,1,10,87,11,20,11,3,0,0,1,4,4,1,2017
1236,BOLOGNA,LAZIO,01-Feb,0-2,6.7,5.6,6.2,50,50,4,3,9,2,10,13,86,12,13,12,2,0,0,11,3,14,0,4,14,86,13,29,9,2,0,0,1,2,2,1,2017
1237,GENOA,NAPOLI,02-Mar,01-Feb,7.9,5.3,7.3,30,70,3,4,8,1,1,15,77,8,20,8,1,0,0,12,6,19,1,4,26,90,5,11,5,1,0,0,2,3,3,2,2017
1238,SASSUOLO,UDINESE,0-1,0-1,3.1,5.7,6.7,67,33,3,4,12,5,6,35,81,16,13,15,2,0,0,5,2,7,0,3,19,68,19,25,19,3,0,0,0,1,1,0,2017
1239,MILAN,JUVENTUS,0-2,0-1,4.4,5.6,7.1,54,46,4,4,12,4,5,19,84,8,16,21,2,0,0,3,4,9,2,6,18,80,10,22,10,0,0,0,0,2,2,0,2017
1240,ROMA,BOLOGNA,1-0,1-0,3.3,6.8,5.9,51,49,6,3,15,6,7,18,82,8,17,10,1,0,0,3,2,10,5,5,18,78,5,17,13,4,0,0,1,0,0,1,2017
1241,BENEVENTO,LAZIO,01-May,0-3,6.8,4.9,8.4,47,53,10,6,19,3,2,7,91,2,18,12,1,0,0,2,8,12,2,6,12,90,2,14,10,1,0,0,1,5,5,1,2017
1242,NAPOLI,SASSUOLO,03-Jan,02-Jan,7.3,7.8,4.8,73,27,11,9,26,6,6,21,89,10,9,14,2,0,0,5,1,8,2,5,22,70,16,26,13,2,0,0,3,1,1,3,2017
1243,UDINESE,ATALANTA,02-Jan,01-Jan,5.3,6.9,5.5,35,65,3,4,7,0,5,34,71,16,23,15,0,0,0,2,2,7,3,7,25,84,18,21,15,2,0,0,2,1,1,2,2017
1244,SAMPDORIA,CHIEVO,04-Jan,03-Jan,6.6,7.2,5.2,53,47,5,7,15,3,8,19,82,8,30,9,2,0,0,7,6,13,0,6,18,78,13,34,11,3,0,0,4,1,1,4,2017
1245,SPAL,GENOA,1-0,0-0,3.3,6.5,5.8,34,66,1,4,8,3,4,16,76,13,44,15,4,0,0,7,2,13,4,5,17,85,11,19,24,3,0,0,1,0,0,1,2017
1246,CROTONE,FIORENTINA,02-Jan,02-Jan,5.6,6.6,4.7,36,64,6,5,11,0,3,11,60,27,37,19,3,0,0,12,3,16,1,5,26,79,22,24,17,3,0,0,2,1,1,2,2017
1247,TORINO,CAGLIARI,02-Jan,01-Jan,6.2,6.5,5.5,54,46,11,6,20,3,7,19,82,24,19,10,4,0,0,2,3,9,4,6,19,77,27,23,20,3,0,0,2,1,1,2,2017
1248,HELLAS,INTER,01-Feb,0-1,5.7,5.5,6.7,40,60,1,2,10,7,4,23,77,9,32,12,4,0,0,10,4,17,3,7,21,85,22,25,9,2,0,0,1,2,2,1,2017
1249,BOLOGNA,CROTONE,02-Mar,02-Jan,7.7,4.7,7.7,66,34,6,5,14,3,5,24,81,20,20,13,2,0,0,2,6,10,2,2,17,66,24,48,14,3,0,0,2,3,3,2,2017
1250,GENOA,SAMPDORIA,0-2,0-1,4.6,5.1,7.2,49,51,8,2,14,4,5,22,78,19,20,22,4,0,0,4,5,12,3,2,30,78,13,25,8,2,0,0,0,2,2,0,2017
1251,INTER,TORINO,01-Jan,0-0,5.4,6.3,6,53,47,9,5,20,6,8,25,82,20,15,19,3,0,0,5,3,8,0,3,11,80,16,28,12,5,0,0,1,1,1,1,2017
1252,CAGLIARI,HELLAS,02-Jan,01-Jan,6.4,6.9,4.5,64,36,7,9,21,5,8,28,83,25,16,11,2,0,0,3,2,9,4,2,25,62,15,47,15,4,0,0,2,1,1,2,2017
1253,CHIEVO,NAPOLI,0-0,0-0,2.7,6.1,6.7,27,73,2,1,3,0,2,24,67,19,36,7,1,0,0,6,5,19,8,11,29,88,12,17,7,3,0,0,0,0,0,0,2017
1254,JUVENTUS,BENEVENTO,02-Jan,0-1,6.3,6.9,5.4,67,33,12,8,27,7,8,24,91,5,10,15,3,0,0,1,1,3,1,2,16,80,5,41,13,3,0,0,2,1,1,2,2017
1255,FIORENTINA,ROMA,02-Apr,02-Feb,9.4,4.8,7.9,48,52,9,6,19,4,6,24,77,5,22,15,1,0,0,6,10,21,5,9,28,79,16,26,10,1,0,0,2,4,4,2,2017
1256,ATALANTA,SPAL,01-Jan,1-0,4.3,6.1,6.5,57,43,3,3,9,3,3,22,81,12,17,14,0,0,1,4,3,11,4,3,31,77,9,27,13,2,0,0,1,1,1,1,2017
1257,SASSUOLO,MILAN,0-2,0-1,4.6,4.5,8,45,55,3,1,6,2,7,25,73,20,29,20,2,0,0,3,11,15,1,10,25,79,18,43,15,3,0,0,0,2,2,0,2017
1258,LAZIO,UDINESE,3-0,1-0,5.7,8,5.4,46,54,3,7,10,1,3,19,82,10,22,8,0,0,0,3,4,12,5,6,24,83,12,6,5,2,0,0,3,0,0,3,2017
1259,ROMA,LAZIO,02-Jan,0-0,6,6.6,5.4,54,46,3,7,16,6,6,25,82,21,24,11,2,0,0,3,2,12,7,7,22,80,11,16,17,4,0,0,2,1,1,2,2017
1260,NAPOLI,MILAN,02-Jan,1-0,6.5,7.3,5.5,45,55,4,10,16,2,3,14,85,11,30,17,2,0,0,8,3,13,2,1,27,84,16,21,7,1,0,0,2,1,1,2,2017
1261,CROTONE,GENOA,0-1,0-1,3.4,5.7,6.6,59,41,7,4,11,0,5,22,76,9,30,17,1,0,0,3,7,10,0,2,35,70,25,40,15,3,0,0,0,1,1,0,2017
1262,BENEVENTO,SASSUOLO,01-Feb,0-0,7.1,5.5,5.8,50,50,5,7,14,2,6,22,83,12,31,22,3,1,0,9,4,16,3,5,27,79,14,13,11,1,0,0,1,2,2,1,2017
1263,UDINESE,CAGLIARI,0-1,0-0,3.9,5.6,7,52,48,5,5,14,4,6,29,79,16,19,9,1,0,1,4,4,12,4,4,20,76,20,38,11,0,0,0,0,1,1,0,2017
1264,SAMPDORIA,JUVENTUS,03-Feb,0-0,8.9,6.6,5.6,47,53,2,5,9,2,3,13,83,7,20,13,4,0,0,6,4,18,8,4,13,85,7,12,15,3,0,0,3,2,2,3,2017
1265,TORINO,CHIEVO,01-Jan,01-Jan,5.8,5.5,6.6,60,40,8,4,19,7,5,22,83,17,18,9,1,0,0,4,4,12,4,1,26,78,22,22,15,1,0,1,1,1,1,1,2017
1266,SPAL,FIORENTINA,01-Jan,1-0,4.9,5.9,6.8,29,71,5,1,7,1,1,16,67,20,44,10,3,1,0,7,5,20,8,8,29,87,15,12,17,3,0,0,1,1,1,1,2017
1267,INTER,ATALANTA,2-0,0-0,3.7,7.8,5.5,52,48,4,4,8,0,1,28,84,14,7,10,0,0,0,4,1,8,3,2,28,82,6,15,13,2,0,0,2,0,0,2,2017
1268,HELLAS,BOLOGNA,02-Mar,02-Jan,7.8,5.8,7,41,59,5,5,17,7,6,23,68,25,18,11,2,0,0,3,5,12,4,4,27,83,15,26,11,1,0,0,2,3,3,2,2017
1269,BOLOGNA,SAMPDORIA,3-0,2-0,6.4,7,5.7,31,69,4,6,11,1,5,12,74,10,44,5,1,1,0,5,7,22,10,12,17,89,16,9,13,2,0,0,3,0,0,3,2017
1270,CHIEVO,SPAL,02-Jan,0-1,6.2,6.8,5.3,58,42,7,3,14,4,2,27,83,20,24,22,0,0,0,5,5,14,4,8,18,75,13,29,24,1,0,0,2,1,1,2,2017
1271,SASSUOLO,HELLAS,0-2,0-2,4.6,5.5,6.5,65,35,10,3,22,9,10,31,85,21,10,9,0,0,0,2,5,10,3,6,18,64,12,37,15,2,1,0,0,2,2,0,2017
1272,CAGLIARI,INTER,01-Mar,0-1,5.9,5.2,7.4,43,57,5,4,15,6,7,21,75,23,24,12,2,0,0,3,4,10,3,5,27,81,16,32,15,2,0,0,1,3,3,1,2017
1273,MILAN,TORINO,0-0,0-0,2.7,6.4,6.4,53,47,6,6,17,5,5,28,78,19,14,15,0,0,0,4,2,8,2,4,22,72,27,19,21,2,0,0,0,0,0,0,2017
1274,UDINESE,NAPOLI,0-1,0-1,3.5,5.6,6.7,33,67,7,2,10,1,3,28,73,17,40,14,5,0,0,2,4,9,3,7,28,81,14,9,7,1,0,0,0,1,1,0,2017
1275,GENOA,ROMA,01-Jan,0-0,4.7,6.3,5.7,33,67,3,4,9,2,1,11,70,11,31,15,1,0,0,4,4,14,6,4,23,86,16,26,16,3,0,1,1,1,1,1,2017
1276,LAZIO,FIORENTINA,01-Jan,1-0,5.5,6.2,7,51,49,4,6,13,3,6,25,78,15,22,16,2,0,0,5,8,16,3,5,18,78,13,26,8,2,0,0,1,1,1,1,2017
1277,JUVENTUS,CROTONE,3-0,0-0,5.1,8.2,4.7,81,19,8,10,25,7,7,24,90,18,14,8,2,0,0,3,1,4,0,0,11,57,10,39,9,2,0,0,3,0,0,3,2017
1278,ATALANTA,BENEVENTO,1-0,0-0,3,6.7,5.6,67,33,6,4,14,4,9,19,82,15,21,11,1,0,0,3,2,6,1,3,21,63,11,31,16,2,0,0,1,0,0,1,2017
1279,ROMA,SPAL,03-Jan,2-0,8.1,7.7,4.3,78,22,15,15,37,7,10,19,90,14,4,10,1,0,0,1,2,3,0,0,12,64,12,37,12,2,0,1,3,1,1,3,2017
1280,NAPOLI,JUVENTUS,0-1,0-1,4.2,6.5,6.6,67,33,9,6,21,6,10,23,90,12,4,9,2,0,0,3,4,7,0,3,15,77,10,46,5,1,0,0,0,1,1,0,2017
1281,TORINO,ATALANTA,01-Jan,1-0,4.9,6.5,6.4,52,48,3,6,11,2,5,40,74,18,25,10,2,0,0,7,7,15,1,7,26,73,17,15,13,2,0,0,1,1,1,1,2017
1282,BENEVENTO,MILAN,02-Feb,0-1,8.6,6.3,5.9,48,52,5,6,17,6,4,19,83,17,15,16,3,0,0,4,7,12,1,3,19,83,24,27,12,4,1,0,2,2,2,2,2017
1283,INTER,CHIEVO,5-0,2-0,7.5,9.2,4.4,65,35,19,13,40,8,18,13,91,14,17,11,1,0,0,3,4,7,0,2,6,79,13,42,4,0,0,0,5,0,0,5,2017
1284,FIORENTINA,SASSUOLO,3-0,2-0,5.8,8.6,4.4,64,36,11,9,24,4,13,26,85,22,20,9,1,0,0,4,1,8,3,8,19,71,13,24,9,3,0,0,3,0,0,3,2017
1285,BOLOGNA,CAGLIARI,01-Jan,0-1,4.3,6.1,6.7,63,37,7,3,13,3,5,24,81,16,15,16,6,0,0,6,2,9,1,3,23,70,21,34,20,2,0,0,1,1,1,1,2017
1286,SAMPDORIA,LAZIO,01-Feb,0-0,6,5.9,6.7,44,56,10,3,16,3,5,20,72,14,27,10,0,0,0,8,3,14,3,6,18,76,28,30,12,1,0,0,1,2,2,1,2017
1287,CROTONE,UDINESE,0-3,0-1,4.6,5.2,7.4,50,50,4,2,9,3,7,24,74,18,22,8,0,0,0,8,6,15,1,7,26,75,16,27,11,0,0,0,0,3,3,0,2017
1288,HELLAS,GENOA,0-1,0-1,3.2,5.9,6.8,59,41,7,3,15,5,2,29,82,14,10,17,2,0,0,5,1,9,3,3,15,75,25,30,19,4,0,0,0,1,1,0,2017
1289,CAGLIARI,SAMPDORIA,02-Feb,0-2,7.7,5.7,6.4,48,52,6,6,13,1,6,20,74,27,31,15,3,0,0,5,9,16,2,4,17,76,12,20,11,0,0,0,2,2,2,2,2017
1290,JUVENTUS,INTER,0-0,0-0,3.6,6.8,5.9,52,48,5,8,19,6,3,16,87,9,12,10,2,0,0,3,1,6,2,4,16,84,12,21,21,5,0,0,0,0,0,0,2017
1291,CHIEVO,ROMA,0-0,0-0,3.7,5.5,6.9,33,67,7,1,11,3,1,18,62,18,39,10,1,0,0,12,8,26,6,13,28,80,37,16,8,2,0,0,0,0,0,0,2017
1292,UDINESE,BENEVENTO,2-0,2-0,4.6,6.4,6.1,48,52,6,2,9,1,3,19,79,16,24,16,1,0,0,12,5,21,4,9,18,83,12,19,15,2,0,0,2,0,0,2,2017
1293,SPAL,HELLAS,02-Feb,0-0,9.5,6.1,5.7,58,42,5,9,19,5,8,17,81,17,23,14,3,0,0,4,8,16,4,6,15,75,18,34,17,2,0,0,2,2,2,2,2017
1294,NAPOLI,FIORENTINA,0-0,0-0,2.8,6.4,6.7,61,39,6,4,10,0,4,28,85,14,9,10,3,0,0,2,3,6,1,2,15,76,20,24,6,3,0,0,0,0,0,0,2017
1295,SASSUOLO,CROTONE,02-Jan,0-0,5.7,6,5.3,49,51,4,7,16,5,8,31,70,33,31,10,3,0,0,3,1,8,4,6,23,71,26,31,15,2,0,0,2,1,1,2,2017
