,Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,Home Team Goals Scored,Away Team Goals Scored,Home Team Goals Conceeded,Away Team Goals Conceeded,year
1296,MILAN,BOLOGNA,02-Jan,01-Jan,6.2,7.2,5.7,58,42,10,7,21,4,12,25,84,17,22,9,0,0,0,4,3,11,4,7,24,80,14,43,8,0,0,0,2,1,1,2,2017
1297,LAZIO,TORINO,01-Mar,0-0,7.4,5.6,7,49,51,8,7,20,5,13,17,78,15,8,7,1,0,1,10,5,19,4,2,19,85,21,34,16,1,0,0,1,3,3,1,2017
1298,GENOA,ATALANTA,01-Feb,01-Jan,6.1,5.7,6.8,45,55,11,4,17,2,7,20,73,17,30,14,2,0,0,2,7,13,4,5,29,76,18,27,20,2,0,0,1,2,2,1,2017
1299,INTER,UDINESE,01-Mar,01-Jan,7,5.8,6.7,66,34,11,8,26,7,15,17,84,13,8,9,1,0,0,3,5,8,0,3,10,70,20,40,16,4,0,0,1,3,3,1,2017
1300,TORINO,NAPOLI,01-Mar,0-3,5.5,5.7,7.9,39,61,4,2,8,2,4,26,82,17,17,8,1,0,0,7,4,12,1,5,22,88,8,16,8,1,0,0,1,3,3,1,2017
1301,ROMA,CAGLIARI,1-0,0-0,3.9,6.3,5.5,60,40,7,6,21,8,5,22,85,14,10,14,1,0,0,2,0,3,1,1,19,70,18,25,16,3,0,0,1,0,0,1,2017
1302,HELLAS,MILAN,3-0,1-0,6.3,6.3,5.7,32,68,2,4,6,0,4,14,59,16,32,12,3,0,0,15,8,31,8,13,18,84,17,18,13,2,0,1,3,0,0,3,2017
1303,FIORENTINA,GENOA,0-0,0-0,2.7,6.5,6.1,65,35,14,4,22,4,3,22,87,23,23,12,2,0,0,1,3,5,1,4,24,70,17,28,10,2,0,0,0,0,0,0,2017
1304,SAMPDORIA,SASSUOLO,0-1,0-0,4.7,5.1,6.1,65,35,6,2,13,5,7,20,80,15,19,16,1,0,0,6,7,16,3,5,16,65,24,36,16,6,0,0,0,1,1,0,2017
1305,BOLOGNA,JUVENTUS,0-3,0-2,4.9,5.4,8.7,41,59,2,1,3,0,3,18,83,6,36,9,3,0,0,3,7,12,2,7,23,86,13,8,10,1,0,0,0,3,3,0,2017
1306,CROTONE,CHIEVO,1-0,1-0,4,6.5,5.4,42,58,8,6,15,1,6,16,72,27,44,17,4,0,0,5,4,15,6,4,18,79,46,36,13,4,0,0,1,0,0,1,2017
1307,BENEVENTO,SPAL,01-Feb,0-0,6.1,5.7,6.2,48,52,7,4,16,5,6,15,80,9,20,14,2,0,0,4,5,14,5,3,23,82,13,27,11,3,0,0,1,2,2,1,2017
1308,ATALANTA,LAZIO,03-Mar,02-Feb,8.3,6.8,6.8,50,50,4,6,13,3,5,19,81,18,15,5,2,0,0,5,4,13,4,7,26,81,11,15,12,2,0,0,3,3,3,3,2017
1309,CHIEVO,BOLOGNA,02-Mar,01-Jan,8.9,6,6,51,49,8,8,21,5,7,27,80,18,25,13,2,0,0,0,5,9,4,5,19,77,28,43,13,1,1,0,2,3,3,2,2017
1310,CAGLIARI,FIORENTINA,0-1,0-0,4.4,4.9,7.5,40,60,4,1,8,3,7,16,70,23,43,14,2,0,1,12,7,26,7,10,24,83,16,30,13,2,0,0,0,1,1,0,2017
1311,LAZIO,CROTONE,4-0,0-0,6.5,8.2,5,60,40,10,7,20,3,10,22,82,17,15,12,1,0,0,3,2,8,3,3,27,72,11,33,7,2,0,0,4,0,0,4,2017
1312,SPAL,TORINO,02-Feb,01-Feb,7.3,6.2,6.1,46,54,8,4,15,3,9,23,70,32,31,12,4,0,0,7,5,15,3,3,26,77,23,34,21,2,0,0,2,2,2,2,2017
1313,NAPOLI,SAMPDORIA,03-Feb,03-Feb,7.8,6.4,5.3,44,56,5,9,14,0,2,18,81,4,22,17,3,1,0,3,2,6,1,2,18,84,14,15,15,5,0,0,3,2,2,3,2017
1314,UDINESE,HELLAS,4-0,2-0,5.8,8.4,4.2,59,41,14,10,27,3,7,20,82,23,8,12,0,0,0,2,0,3,1,1,16,73,14,32,15,3,0,0,4,0,0,4,2017
1315,GENOA,BENEVENTO,1-0,0-0,4.3,6.1,5.3,60,40,6,5,15,4,8,30,80,19,17,14,2,0,0,5,3,11,3,4,20,68,13,38,17,5,0,0,1,0,0,1,2017
1316,SASSUOLO,INTER,1-0,1-0,3.8,5.9,5.8,28,72,4,4,9,1,1,15,62,14,58,14,1,0,0,9,4,16,3,10,31,86,13,11,18,2,0,0,1,0,0,1,2017
1317,MILAN,ATALANTA,0-2,0-1,5,5.2,7.3,53,47,10,5,23,8,7,22,83,12,18,17,2,0,0,0,7,11,4,4,9,81,13,26,11,0,0,0,0,2,2,0,2017
1318,JUVENTUS,ROMA,1-0,1-0,4.9,7.2,5.4,43,57,10,8,22,4,3,17,84,17,33,9,2,0,0,7,2,14,5,5,27,82,17,20,13,3,0,0,1,0,0,1,2017
1319,CROTONE,NAPOLI,0-1,0-1,4,4.9,7.3,29,71,3,2,5,0,2,23,58,13,35,10,1,0,0,10,7,23,6,15,33,83,18,17,6,2,0,0,0,1,1,0,2017
1320,FIORENTINA,MILAN,01-Jan,0-0,4.7,6.7,6.3,56,44,7,6,18,5,2,30,80,15,18,11,1,0,0,1,4,8,3,5,22,79,13,27,12,1,0,0,1,1,1,1,2017
1321,ROMA,SASSUOLO,01-Jan,1-0,4.6,6.2,6.5,66,34,12,3,20,5,7,23,81,18,15,14,1,0,0,6,5,15,4,4,19,66,15,41,14,2,0,0,1,1,1,1,2017
1322,ATALANTA,CAGLIARI,01-Feb,0-2,6.4,6.1,6.3,68,32,10,6,25,9,5,29,84,10,11,6,0,0,0,1,3,4,0,3,19,63,16,49,19,4,1,0,1,2,2,1,2017
1323,SAMPDORIA,SPAL,2-0,0-0,5.6,7.5,4.7,63,37,7,8,20,5,11,15,83,21,18,16,3,0,0,4,2,9,3,3,11,70,18,40,15,4,0,0,2,0,0,2,2017
1324,TORINO,GENOA,0-0,0-0,2.4,6.7,5.9,57,43,5,6,17,6,8,31,79,19,10,25,1,0,0,2,1,3,0,3,23,66,21,14,22,3,0,0,0,0,0,0,2017
1325,BOLOGNA,UDINESE,01-Feb,01-Jan,5.3,5.6,6.5,57,43,4,3,12,5,8,28,82,22,8,14,2,0,0,2,4,7,1,0,17,78,10,43,16,3,0,0,1,2,2,1,2017
1326,BENEVENTO,CHIEVO,1-0,0-0,3.8,6.8,5.3,41,59,8,9,19,2,7,20,72,21,28,14,1,0,0,4,3,10,3,1,21,81,16,21,17,2,0,0,1,0,0,1,2017
1327,INTER,LAZIO,0-0,0-0,3.1,6.7,6.6,53,47,6,3,10,1,10,13,87,15,35,13,2,0,0,5,4,11,2,8,18,80,9,38,9,1,0,0,0,0,0,0,2017
1328,HELLAS,JUVENTUS,01-Mar,0-1,6,4.9,8,33,67,2,1,3,0,6,15,73,9,14,22,2,0,0,6,9,18,3,6,17,89,20,15,4,0,0,0,1,3,3,1,2017
1329,CHIEVO,UDINESE,01-Jan,01-Jan,4.5,6.9,5.9,56,44,2,6,11,3,5,33,83,18,21,6,0,0,0,3,1,9,5,5,20,80,9,34,20,1,0,0,1,1,1,1,2017
1330,FIORENTINA,INTER,01-Jan,0-0,5.3,6.4,6.6,52,48,14,4,23,5,7,24,85,12,19,9,2,0,0,7,4,13,2,5,16,85,25,31,11,3,0,0,1,1,1,1,2017
1331,TORINO,BOLOGNA,3-0,1-0,5.4,7.8,4.9,58,42,10,6,19,3,4,26,86,15,15,13,1,0,0,2,1,6,3,5,17,74,20,25,12,2,0,0,3,0,0,3,2017
1332,MILAN,CROTONE,1-0,0-0,4.5,7.1,4.9,66,34,10,9,26,7,14,21,86,17,25,17,2,0,0,4,2,8,2,0,28,67,16,36,16,2,0,0,1,0,0,1,2017
1333,GENOA,SASSUOLO,1-0,0-0,3.4,6.3,5.7,50,50,2,3,7,2,5,17,76,12,34,17,3,0,0,5,1,10,4,5,22,75,14,28,16,1,0,0,1,0,0,1,2017
1334,SPAL,LAZIO,02-May,02-Apr,8.4,5.2,7.7,55,45,5,4,13,4,9,15,86,7,14,8,2,0,0,4,7,15,4,4,14,86,5,25,14,3,0,0,2,5,5,2,2017
1335,BENEVENTO,SAMPDORIA,03-Feb,0-1,10,7.2,5.2,46,54,6,5,17,6,7,14,79,14,23,10,1,0,0,4,6,13,3,7,22,83,7,11,9,1,0,1,3,2,2,3,2017
1336,NAPOLI,HELLAS,2-0,0-0,4.9,7.9,4.6,70,30,11,9,24,4,5,20,88,10,7,9,0,0,0,1,1,3,1,1,21,70,11,36,8,4,0,0,2,0,0,2,2017
1337,ROMA,ATALANTA,01-Feb,0-2,6.2,6,6.3,67,33,6,5,18,7,12,26,84,27,14,12,1,0,0,6,4,11,1,7,13,63,18,41,6,2,1,0,1,2,2,1,2017
1338,CAGLIARI,JUVENTUS,0-1,0-0,3.7,5.6,6.6,40,60,3,2,8,3,5,15,69,19,21,17,1,0,0,13,2,16,1,3,32,84,25,37,13,2,0,0,0,1,1,0,2017
1339,ATALANTA,NAPOLI,0-1,0-0,3.3,5.9,6.9,49,51,2,3,9,4,8,25,79,14,24,10,0,0,0,5,3,12,4,7,30,82,6,21,13,2,0,0,0,1,1,0,2017
1340,SASSUOLO,TORINO,01-Jan,0-1,5,6,6.4,45,55,10,6,18,2,6,38,74,7,19,16,4,0,0,3,4,9,2,7,25,80,8,37,15,2,0,0,1,1,1,1,2017
1341,BOLOGNA,BENEVENTO,3-0,1-0,5.4,7.7,5.4,48,52,1,6,8,1,5,20,85,6,10,11,4,0,0,3,1,4,0,3,22,87,2,22,15,2,0,0,3,0,0,3,2017
1342,LAZIO,CHIEVO,05-Jan,02-Jan,6.9,8.3,4.7,51,49,4,11,18,3,2,22,86,8,14,5,1,0,0,4,3,9,2,2,19,86,5,16,3,0,0,0,5,1,1,5,2017
1343,UDINESE,SPAL,01-Jan,1-0,4,6.2,6.5,48,52,2,1,6,3,5,24,74,14,16,23,2,0,0,5,4,14,5,7,22,77,18,20,12,3,0,0,1,1,1,1,2017
1344,SAMPDORIA,FIORENTINA,03-Jan,1-0,6.7,7.4,5.5,57,43,3,10,15,2,7,24,77,9,14,5,1,0,0,5,5,12,2,4,23,73,14,28,16,2,0,0,3,1,1,3,2017
1345,HELLAS,CROTONE,0-3,0-1,5.2,4.3,8.7,52,48,6,1,10,3,5,31,81,18,12,13,1,0,1,3,5,9,1,1,22,81,17,30,15,5,0,0,0,3,3,0,2017
1346,CAGLIARI,MILAN,01-Feb,01-Feb,6.4,5,6.4,48,52,6,3,12,3,5,27,75,12,24,23,4,1,0,5,6,16,5,8,27,77,17,29,17,3,1,0,1,2,2,1,2017
1347,INTER,ROMA,01-Jan,0-1,5.1,6.9,6.1,52,48,8,7,17,2,6,22,85,13,14,13,2,0,0,5,1,7,1,5,17,82,16,32,13,0,0,0,1,1,1,1,2017
1348,JUVENTUS,GENOA,1-0,1-0,3.1,6.4,5.5,54,46,9,5,15,1,4,18,82,24,25,23,1,0,0,2,0,4,2,3,22,78,17,21,17,5,0,0,1,0,0,1,2017
1349,SASSUOLO,ATALANTA,0-3,0-1,6.7,4.2,8.8,42,58,6,1,10,3,5,17,79,20,25,11,1,1,0,5,10,17,2,7,21,84,12,28,11,0,0,0,0,3,3,0,2017
1350,CHIEVO,JUVENTUS,0-2,0-0,4.8,4.9,7.2,23,77,0,1,1,0,2,12,71,7,41,9,1,1,1,5,7,16,4,4,24,91,10,6,11,2,0,0,0,2,2,0,2017
1351,SPAL,INTER,01-Jan,0-0,5.1,5.8,6.9,44,56,6,3,12,3,4,21,83,17,18,7,1,0,0,4,6,10,0,6,19,87,14,17,27,0,0,0,1,1,1,1,2017
1352,NAPOLI,BOLOGNA,03-Jan,02-Jan,6.1,7.1,5.3,62,38,4,4,9,1,7,24,90,9,12,7,1,0,0,1,5,10,4,3,26,82,12,27,13,2,0,0,3,1,1,3,2017
1353,FIORENTINA,HELLAS,01-Apr,0-2,6.8,5.2,7.1,72,28,15,6,28,7,11,33,86,10,8,13,3,0,0,3,5,8,0,3,18,61,25,48,16,4,0,0,1,4,4,1,2017
1354,TORINO,BENEVENTO,3-0,3-0,4.9,7.6,4.9,59,41,4,5,14,5,6,18,88,17,14,14,2,0,0,4,1,6,1,3,23,81,12,13,10,1,0,1,3,0,0,3,2017
1355,GENOA,UDINESE,0-1,0-0,3.5,5.6,6.5,60,40,8,2,19,9,10,18,80,16,18,11,2,0,0,3,1,6,2,3,24,68,20,44,17,0,0,1,0,1,1,0,2017
1356,CROTONE,CAGLIARI,01-Jan,01-Jan,5,7.1,4.9,63,37,4,6,13,3,9,25,84,18,15,18,2,0,0,3,2,8,3,4,14,63,20,34,16,2,0,1,1,1,1,1,2017
1357,MILAN,LAZIO,02-Jan,02-Jan,6.1,7.2,5.7,50,50,4,5,11,2,4,10,86,5,25,8,2,0,0,5,4,13,4,3,22,86,17,19,14,6,0,0,2,1,1,2,2017
1358,ROMA,SAMPDORIA,0-1,0-0,5.3,5.3,6.5,66,34,7,8,19,4,10,31,79,20,23,8,2,0,0,5,10,15,0,10,24,64,20,42,7,2,0,0,0,1,1,0,2017
1359,SAMPDORIA,TORINO,01-Jan,01-Jan,4.5,6.2,6,55,45,4,3,9,2,6,24,81,18,18,15,3,0,0,4,5,13,4,4,28,74,23,18,19,3,1,0,1,1,1,1,2017
1360,INTER,CROTONE,01-Jan,1-0,4.1,6.1,7,63,37,5,2,11,4,7,34,82,32,8,14,1,0,0,4,2,11,5,4,21,70,15,30,8,3,0,0,1,1,1,1,2017
1361,HELLAS,ROMA,0-1,0-1,3.9,5.4,7.6,40,60,4,1,9,4,4,13,77,8,30,17,3,0,0,7,8,17,2,6,19,83,28,31,7,1,0,1,0,1,1,0,2017
1362,ATALANTA,CHIEVO,1-0,0-0,3.4,6.3,6,61,39,11,4,25,10,10,19,81,25,23,12,0,0,0,3,0,4,1,3,23,65,15,24,13,1,0,0,1,0,0,1,2017
1363,CAGLIARI,SPAL,2-0,1-0,4.2,6.6,5.5,51,49,5,4,12,3,6,30,77,22,19,28,5,0,0,5,3,10,2,3,22,80,19,32,16,2,0,0,2,0,0,2,2017
1364,BOLOGNA,FIORENTINA,01-Feb,01-Jan,5.9,5.4,7,48,52,4,4,9,1,4,33,77,21,19,11,2,0,0,2,5,10,3,4,24,80,18,29,13,1,0,0,1,2,2,1,2017
1365,JUVENTUS,SASSUOLO,7-0,4-0,6.3,9.9,3.3,62,38,6,10,17,1,5,17,89,8,17,8,0,0,0,3,1,5,1,1,18,81,5,13,8,2,0,0,7,0,0,7,2017
1366,UDINESE,MILAN,01-Jan,0-1,4.8,6.2,6.2,47,53,5,3,13,5,5,29,81,14,19,18,2,0,0,5,4,15,6,5,22,83,11,25,13,1,1,0,1,1,1,1,2017
1367,BENEVENTO,NAPOLI,0-2,0-1,5.3,5.8,7,40,60,7,4,14,3,4,17,84,4,24,4,1,0,0,7,5,17,5,5,15,90,4,20,6,0,0,0,0,2,2,0,2017
1368,LAZIO,GENOA,01-Feb,0-0,6.1,6.1,6.9,64,36,7,5,22,10,8,27,84,22,25,7,0,0,0,1,4,6,1,1,20,72,18,40,9,1,0,0,1,2,2,1,2017
1369,FIORENTINA,JUVENTUS,0-2,0-0,4.4,5.8,6.8,61,39,7,2,12,3,2,24,84,15,15,12,4,0,0,0,3,4,1,5,21,74,19,31,17,3,0,0,0,2,2,0,2017
1370,SPAL,MILAN,0-4,0-1,6.5,4.3,8.4,39,61,7,0,8,1,3,10,82,20,28,18,3,0,0,6,9,20,5,5,22,89,15,18,16,3,0,0,0,4,4,0,2017
1371,CROTONE,ATALANTA,01-Jan,0-0,4.8,6.3,6,38,62,4,4,9,1,4,25,57,26,50,16,4,0,0,6,4,13,3,9,28,75,32,25,13,2,0,0,1,1,1,1,2017
1372,NAPOLI,LAZIO,04-Jan,01-Jan,5.5,8,5.1,68,32,7,7,17,3,2,23,88,9,10,5,0,0,0,3,1,5,1,2,14,78,9,15,10,3,0,0,4,1,1,4,2017
1373,SASSUOLO,CAGLIARI,0-0,0-0,2,6.1,6.2,49,51,11,1,15,3,4,24,80,26,29,12,0,0,0,3,2,5,0,2,29,76,18,23,15,1,0,0,0,0,0,0,2017
1374,INTER,BOLOGNA,02-Jan,01-Jan,6.7,6.6,5.2,52,48,9,5,15,1,7,28,86,16,17,18,1,0,0,1,4,8,3,2,22,81,19,27,17,2,1,1,2,1,1,2,2017
1375,SAMPDORIA,HELLAS,2-0,0-0,5.1,8.3,4.6,64,36,8,10,22,4,8,26,85,16,16,10,1,0,0,3,1,7,3,4,21,70,16,32,15,1,0,0,2,0,0,2,2017
1376,TORINO,UDINESE,2-0,1-0,4.5,7.3,5.3,43,57,5,7,14,2,7,31,71,25,24,12,2,0,0,6,1,11,5,3,30,77,14,22,16,1,0,0,2,0,0,2,2017
1377,CHIEVO,GENOA,0-1,0-0,3.2,5.7,6.4,51,49,3,1,6,2,3,20,78,24,36,16,1,0,0,2,3,10,5,7,20,75,25,25,17,1,0,0,0,1,1,0,2017
1378,ROMA,BENEVENTO,05-Feb,01-Jan,7.7,8,4.6,57,43,7,9,21,5,10,29,86,18,8,9,0,0,0,3,3,6,0,3,25,79,8,31,7,0,0,0,5,2,2,5,2017
1379,UDINESE,ROMA,0-2,0-0,4.9,5,7.2,44,56,4,3,8,1,2,20,73,13,28,11,3,0,0,6,7,18,5,7,21,81,23,17,10,1,0,0,0,2,2,0,2017
1380,CHIEVO,CAGLIARI,02-Jan,0-0,5.4,6.8,4.9,54,46,3,5,9,1,7,22,79,30,19,10,2,0,0,1,3,5,1,1,25,74,30,44,23,3,0,0,2,1,1,2,2017
1381,GENOA,INTER,2-0,1-0,4.5,6.9,6.1,33,67,4,2,9,3,10,30,69,17,38,11,0,0,0,7,5,14,2,8,23,87,20,27,9,1,0,0,2,0,0,2,2017
1382,TORINO,JUVENTUS,0-1,0-1,3.1,6,6.7,50,50,3,3,6,0,2,24,81,21,11,14,1,0,0,2,3,7,2,3,24,86,3,18,8,1,0,0,0,1,1,0,2017
1383,BOLOGNA,SASSUOLO,02-Jan,01-Jan,6.7,6.5,5.5,58,42,3,6,10,1,2,18,83,19,30,12,1,0,0,8,6,19,5,9,27,77,16,14,19,3,1,0,2,1,1,2,2017
1384,BENEVENTO,CROTONE,03-Feb,01-Jan,8.3,6.7,5.4,62,38,3,8,16,5,7,25,81,25,24,14,5,0,0,10,3,19,6,4,27,65,26,27,10,2,0,0,3,2,2,3,2017
1385,NAPOLI,SPAL,1-0,1-0,3.7,7.2,5.3,66,34,11,5,20,4,10,22,88,11,5,10,1,0,0,1,1,4,2,1,16,78,9,30,11,4,0,0,1,0,0,1,2017
1386,ATALANTA,FIORENTINA,01-Jan,01-Jan,4.1,6.4,6.5,57,43,3,2,7,2,2,32,79,24,16,10,2,0,0,10,2,17,5,5,22,76,13,23,18,4,1,0,1,1,1,1,2017
1387,MILAN,SAMPDORIA,1-0,1-0,4.7,6.9,5,53,47,8,8,20,4,11,19,86,7,18,13,1,0,0,4,2,9,3,1,17,85,15,21,15,3,0,0,1,0,0,1,2017
1388,LAZIO,HELLAS,2-0,0-0,5.2,8,5.3,57,43,14,10,33,9,11,28,80,23,18,7,0,0,0,5,0,5,0,2,15,73,16,30,10,1,0,0,2,0,0,2,2017
1389,BOLOGNA,GENOA,2-0,0-0,4.2,7.2,5.8,43,57,3,4,8,1,2,20,80,19,47,9,2,0,0,8,3,17,6,8,30,83,15,11,12,0,0,0,2,0,0,2,2017
1390,INTER,BENEVENTO,2-0,0-0,4.2,7.1,5.3,53,47,3,4,9,2,6,19,89,13,12,15,2,0,0,5,1,10,4,2,17,85,6,21,14,2,1,0,2,0,0,2,2017
1391,CROTONE,SPAL,02-Mar,0-1,8.7,5.9,6.8,57,43,5,8,18,5,5,34,80,33,20,18,1,0,0,2,6,11,3,4,16,74,22,33,13,4,0,0,2,3,3,2,2017
1392,FIORENTINA,CHIEVO,1-0,1-0,3.3,6.7,5.7,46,54,6,5,15,4,9,18,70,32,44,16,1,0,0,1,2,5,2,10,27,72,28,26,17,1,0,0,1,0,0,1,2017
1393,SAMPDORIA,UDINESE,02-Jan,1-0,6.7,6.4,5.8,56,44,8,3,14,3,5,25,84,9,22,11,2,0,0,9,3,16,4,4,22,77,12,14,16,2,0,0,2,1,1,2,2017
1394,HELLAS,TORINO,02-Jan,1-0,5.3,6.7,5.8,44,56,1,5,8,2,7,19,65,26,31,11,3,0,0,11,2,15,2,7,37,72,28,24,20,1,0,0,2,1,1,2,2017
1395,SASSUOLO,LAZIO,0-3,0-2,5.3,4.9,7.7,41,59,4,3,13,6,4,19,82,8,6,13,3,0,1,0,4,6,2,0,19,88,5,16,10,3,0,1,0,3,3,0,2017
1396,ROMA,MILAN,0-2,0-0,4.3,5.8,7,55,45,7,3,18,8,9,17,86,15,17,11,0,0,0,3,5,10,2,3,21,81,11,29,6,0,0,0,0,2,2,0,2017
1397,CAGLIARI,NAPOLI,0-5,0-2,5.9,4.1,9,35,65,3,3,7,1,1,28,69,20,16,12,2,0,0,6,8,18,4,2,22,84,12,26,5,1,0,0,0,5,5,0,2017
1398,JUVENTUS,ATALANTA,2-0,1-0,4.3,6.8,5.4,51,49,7,3,15,5,3,13,88,14,13,8,3,0,0,5,0,8,3,8,23,83,14,6,23,4,1,0,2,0,0,2,2017
1399,SPAL,BOLOGNA,1-0,0-0,2.9,6.3,5.9,63,37,7,1,11,3,4,27,81,16,21,13,4,1,0,4,0,6,2,4,23,68,12,35,15,3,0,1,1,0,0,1,2017
1400,LAZIO,JUVENTUS,0-1,0-0,3.1,6,6.9,40,60,1,2,4,1,4,30,78,10,15,16,3,0,0,3,1,6,2,4,19,85,14,21,11,2,0,0,0,1,1,0,2017
1401,NAPOLI,ROMA,02-Apr,01-Feb,9.5,6.1,7,66,34,9,13,26,4,10,23,87,12,9,7,1,0,0,4,5,10,1,2,15,75,15,35,8,2,0,0,2,4,4,2,2017
1402,UDINESE,FIORENTINA,0-2,0-1,4.4,5.6,6.8,51,49,8,4,13,1,5,29,76,21,15,11,2,0,0,5,4,15,6,6,22,76,24,32,17,4,0,0,0,2,2,0,2017
1403,ATALANTA,SAMPDORIA,01-Feb,0-1,5.9,5.9,7.1,60,40,6,1,16,9,10,34,81,20,24,10,2,0,0,5,3,10,2,7,31,76,9,38,11,3,0,0,1,2,2,1,2017
1404,GENOA,CAGLIARI,02-Jan,0-0,5.7,6.2,5.7,48,52,4,2,8,2,4,26,76,24,34,17,2,0,0,4,4,9,1,3,13,77,33,19,16,4,0,0,2,1,1,2,2017
1405,BENEVENTO,HELLAS,3-0,1-0,6.1,8.5,4.3,64,36,5,15,22,2,9,24,83,15,10,11,2,0,0,3,0,3,0,2,13,74,19,31,16,2,0,0,3,0,0,3,2017
1406,MILAN,INTER,0-0,0-0,3.1,6.5,6.4,44,56,7,3,13,3,7,25,85,11,30,7,1,0,0,8,2,14,4,4,21,89,13,29,11,4,0,0,0,0,0,0,2017
1407,TORINO,CROTONE,04-Jan,3-0,5.8,7.4,5.1,65,35,3,5,9,1,3,21,84,20,17,13,1,0,0,7,2,12,3,3,21,68,22,18,12,1,0,0,4,1,1,4,2017
1408,CHIEVO,SASSUOLO,01-Jan,0-0,4.9,6.1,5.5,60,40,4,2,6,0,2,19,80,16,21,21,4,0,0,5,4,12,3,1,26,72,26,18,5,1,1,1,1,1,1,1,2017
1409,ROMA,TORINO,3-0,0-0,5.5,7.5,5.2,62,38,5,5,15,5,13,24,82,14,22,8,1,0,0,3,3,10,4,6,30,72,18,37,21,2,0,0,3,0,0,3,2017
1410,HELLAS,CHIEVO,1-0,0-0,2.7,5.9,5.8,41,59,3,2,7,2,3,40,67,23,35,11,4,0,0,7,2,10,1,4,33,82,26,24,16,6,0,0,1,0,0,1,2017
1411,FIORENTINA,BENEVENTO,1-0,1-0,4.1,6.5,6.2,40,60,7,5,14,2,8,22,74,15,23,11,2,0,0,7,3,12,2,9,18,84,12,15,8,3,0,0,1,0,0,1,2017
1412,CAGLIARI,LAZIO,02-Feb,01-Jan,7.2,6,6.3,39,61,1,4,5,0,1,28,69,20,39,13,2,0,0,5,4,12,3,4,27,82,15,20,10,4,0,0,2,2,2,2,2017
1413,BOLOGNA,ATALANTA,0-1,0-0,4,5.6,7.6,40,60,2,1,10,7,5,22,71,12,35,11,3,0,0,10,6,22,6,10,32,82,19,22,12,0,0,0,0,1,1,0,2017
1414,SASSUOLO,SPAL,01-Jan,01-Jan,4.6,6.1,6,42,58,4,4,14,6,9,23,73,14,8,13,3,0,0,2,2,5,1,3,22,82,11,29,14,3,0,0,1,1,1,1,2017
1415,CROTONE,SAMPDORIA,04-Jan,3-0,7,7.4,3.5,39,61,4,8,14,2,3,15,66,14,37,16,1,0,0,5,2,11,4,10,21,78,15,16,20,2,0,0,4,1,1,4,2017
1416,JUVENTUS,UDINESE,2-0,1-0,4.3,7.2,5.3,55,45,5,4,11,2,5,14,90,10,21,7,1,0,0,2,1,5,2,3,23,88,6,22,9,2,0,0,2,0,0,2,2017
1417,GENOA,MILAN,0-1,0-0,4,5.5,7.2,37,63,6,2,9,1,3,16,79,14,27,5,1,0,0,5,7,14,2,3,25,87,8,16,9,0,0,0,0,1,1,0,2017
1418,INTER,NAPOLI,0-0,0-0,2.5,6.4,6.9,34,66,2,1,3,0,2,9,83,7,19,9,1,0,0,7,2,11,2,3,33,90,6,13,10,3,0,0,0,0,0,0,2017
1419,UDINESE,SASSUOLO,01-Feb,01-Jan,5.2,5.5,6.8,60,40,5,3,11,3,4,26,81,13,13,14,1,0,0,6,3,12,3,7,16,76,22,40,15,2,0,0,1,2,2,1,2017
1420,SPAL,JUVENTUS,0-0,0-0,2.6,6.3,6.3,35,65,1,0,3,2,3,19,80,6,29,15,4,0,0,5,3,12,4,7,16,89,8,15,16,2,0,0,0,0,0,0,2017
1421,SAMPDORIA,INTER,0-5,0-4,6.4,4.2,9.4,38,62,5,2,10,3,7,24,82,9,24,6,2,0,0,4,8,15,3,9,13,89,10,21,9,1,0,0,0,5,5,0,2017
1422,CROTONE,ROMA,0-2,0-1,4.2,5.4,7.3,40,60,2,3,8,3,4,32,68,11,31,10,0,0,0,6,8,20,6,5,26,79,21,32,11,0,0,0,0,2,2,0,2017
1423,BENEVENTO,CAGLIARI,01-Feb,0-0,6.6,5.5,6.9,56,44,6,4,15,5,5,18,85,7,27,11,2,0,0,5,3,12,4,9,28,79,23,15,7,2,0,0,1,2,2,1,2017
1424,MILAN,CHIEVO,03-Feb,01-Feb,8,6.2,4.9,72,28,8,6,19,5,10,11,90,8,14,13,3,0,0,2,2,6,2,1,19,73,18,30,18,5,0,0,3,2,2,3,2017
1425,TORINO,FIORENTINA,01-Feb,0-0,6.6,4.9,6.5,45,55,2,3,10,5,2,21,78,11,22,14,3,0,0,5,5,13,3,3,21,82,20,28,16,3,0,0,1,2,2,1,2017
1426,HELLAS,ATALANTA,0-5,0-2,6.6,3.9,9.2,38,62,5,0,6,1,4,18,79,8,16,11,3,0,0,8,11,24,5,4,29,88,7,19,13,2,0,0,0,5,5,0,2017
